,,,,Top tweeters,,,,,
from_user_id_str,from_user,1,494091583,dangbomingzhi,179,,Number of links,4934,
,,,79927431,kanzhongguo,179,,Number of RTs,3827,<-estimate based on occurrence of RT
484436480,SoundOfHopeCa,2,20044440,Edourdoo,139,,Number of Tweets,8529,
110159288,gjxk,1,139741598,thislander,121,,Unique tweets,7496,<-used to monitor quality of archive
21504622,b2d,1,16526760,lihlii,119,,First Tweet in Archive,26/03/2012 01:58:42,GMT
291758386,marycattle1223,1,189833027,mintel2011,113,,Last Tweet in Archive,10/04/2012 22:17:15,GMT
535544572,aigo1949,1,117590362,kanzhongguonews,112,,,,
252810959,IWJ_KB_SPTR,1,90773570,ChinaRiser,110,,Tweet rate (tw/min),1.2,Tweets/min (from last archive 10mins)
117590362,kanzhongguonews,112,22967466,HeJian1978,103,,To sentiment %,-,
125548542,preachercn,2,291421144,AboluowangNEWS,100,,,,
185253733,tongeekaofei,3,116128726,aboluowang,98,,,,
93091086,nerv828,2,257844864,Scswga,92,,,,
135676847,Konammzju,3,171435171,cnbrknews,77,,,,
267502889,iruitui,62,142077391,XBM,77,,,,
60792136,EastAsianNews,19,259195296,toyuan2010,76,,,,
91843458,iamqide,1,202528126,mikalinc,75,,,,
49827108,zhangweiguo,15,129570309,dengbot,74,,,,
35835013,kirk1031,3,94966936,newsgroupcn,74,,,,
171435171,cnbrknews,77,45358339,boxun,72,,,,
113290262,brkchinese,28,441574535,QIAOFU88,65,,,,
90773570,ChinaRiser,110,267502889,iruitui,62,,,,
16367286,GlobalPost,1,293402024,AboluowangCOMM,56,,,,
16608336,kyleykim,1,253902261,qinqiong,55,,,,
171636258,NTDChinese,24,50779379,NTDTVchinese,54,,,,
259195296,toyuan2010,76,330280380,mynte,50,,,,
77709007,qqqfreeboycn,3,536894947,Abbott2012,50,,,,
468747075,eudajiyuan,22,52380232,itxgd,46,,,,
124894337,5ONICE,1,55166691,tax_free,45,,,,
445784976,BAIYUNKE13,3,109237493,hggxdong,42,,,,
189833027,mintel2011,113,423719232,Awaken168,41,,,,
75753844,shellcmd,1,177105820,Liuqingshan,36,,,,
49788172,Mr_Chutzpah,1,253569999,TheFreedomPower,30,,,,
494091583,dangbomingzhi,179,197326414,WantChinaTimes,29,,,,
136288132,lindseyhilsum,1,473436338,Tax_CCP,29,,,,
79927431,kanzhongguo,179,113290262,brkchinese,28,,,,
129570309,dengbot,74,246528438,emptychair1,28,,,,
94966936,newsgroupcn,74,531942552,rfvtgby,28,,,,
45613426,intermezzo0475,1,143420427,sbgfw,27,,,,
518403292,lishandeli,20,18308638,daviddao,27,,,,
330280380,mynte,50,56572394,dajiyuan,26,,,,
234366697,c_lau617,3,245560649,no1rabbit,26,,,,
123718949,zqweb,5,236675104,xieqiwen,26,,,,
80581622,hillcai,4,49864446,na_sheishei,26,,,,
22121929,stopardi,1,101223669,cat110cat110,26,,,,
498669165,NoraKane2,1,116417727,simopieranni,25,,,,
206252309,chinahands,1,251579502,youri2102,25,,,,
7278032,pdenlinger,21,346213863,caobianji,25,,,,
307519266,couscousqueen,1,246922124,tuzitail,25,,,,
291421144,AboluowangNEWS,100,171636258,NTDChinese,24,,,,
63923066,y2kcatman,1,137612667,RTfocus,24,,,,
105385124,mfhk_naomi,1,246956792,gfwbinxing,24,,,,
285592951,xiaonews,2,22812355,zhuvei,24,,,,
475308891,iChinadian,14,192448960,ohsanra,24,,,,
52380232,itxgd,46,277378266,goodechina,23,,,,
142077391,XBM,77,109527074,ccav77,23,,,,
116128726,aboluowang,98,468747075,eudajiyuan,22,,,,
143420427,sbgfw,27,8149482,VOAChinese,22,,,,
49930994,Tkymobile,2,259066705,JasminePlaces,22,,,,
253569999,TheFreedomPower,30,498409102,BoxunN,22,,,,
550364543,VaisonMa1,2,258239043,molihua_org,22,,,,
16984207,Moonbootica,5,101289751,bxfocus,22,,,,
8149482,VOAChinese,22,245598919,hongyiruan,22,,,,
61319082,uiceberg,3,7278032,pdenlinger,21,,,,
245288168,dwaynedeng,1,81706319,RFAxiaozhu,21,,,,
760096,cowcfj,1,518403292,lishandeli,20,,,,
27819656,Halibutron,1,175977386,Elissa_Allen,20,,,,
486782537,VOASasha,2,34610876,nanyangpost,20,,,,
8151462,RFAChinese,11,60792136,EastAsianNews,19,,,,
128076527,masterankerich,1,380109767,caoliu520,19,,,,
137612667,RTfocus,24,210776763,jijiweiguan,18,,,,
17531673,wmxue,1,252417107,AntonioTalia,18,,,,
27810354,rjwile,1,178710046,yuki_jp2010,18,,,,
29584065,noeliasophia,1,507918661,Shitaotv,17,,,,
69554076,langzichn,5,234297820,minzhuqiang,17,,,,
14684036,ashleyng,3,153467387,08charterbbs,17,,,,
75344811,dc_b,4,48788605,Victoraiyang,16,,,,
89797086,Ben_Duronio,1,198441927,hamletlee,16,,,,
239026022,bySamRo,1,146266134,zhangwei8964,16,,,,
127896978,mamtabadkar,1,51016912,wanghaoxuan,16,,,,
6565982,MeMedia,3,18014364,mrlaoyang,16,,,,
57529949,nostay,1,539018842,ziyou911,16,,,,
66556546,daijian,1,93178385,truth20081,16,,,,
83673008,RFA_Katherine,14,49827108,zhangweiguo,15,,,,
81706319,RFAxiaozhu,21,285362037,kat172,15,,,,
32761602,PeopleDaily,4,52400490,barbaduo,15,,,,
17216890,Chinesenews,9,186648159,yi_zhe,15,,,,
10946212,rfa,9,475308891,iChinadian,14,,,,
130292442,Vividken,1,83673008,RFA_Katherine,14,,,,
92422657,ificanknow,1,473033583,LinYueYang,14,,,,
139741598,thislander,121,150503491,hotdig,14,,,,
549193330,maskiln,1,246973250,cowsanlu,14,,,,
16526760,lihlii,119,501272224,chinaibtimesgoo,14,,,,
91577336,NichollsandCo,1,146979008,g78g,14,,,,
177459474,xukunlb,3,99995927,iamhudi,14,,,,
48788605,Victoraiyang,16,508959566,_0816271446171,14,,,,
132788810,wuxufei,4,98397011,cnwdy,13,,,,
154034748,whomustang,1,50221207,as50as,13,,,,
510305006,redplumage,3,482209589,djy_cn,13,,,,
112084167,yigroup,7,61093536,okokmean,13,,,,
480859297,fenglianlei,3,523065104,ncch1234,13,,,,
100454563,CPofCN,1,49911679,khmusic_air,13,,,,
507918661,Shitaotv,17,171601052,hige_pro,13,,,,
210776763,jijiweiguan,18,80677216,hundunzhe,13,,,,
96498870,citizenPRC,11,148281570,cnibtimes,12,,,,
27057915,inxian,1,327718948,ywj_china,12,,,,
112924896,Lpaging,1,133677252,Wc0,12,,,,
351788041,albaxj,1,257259174,SpoofChina,12,,,,
39404087,verojuice,2,230973714,letscorp,12,,,,
46001558,leon_fan,3,320606345,chentiantang,12,,,,
17395782,shockingalberto,3,96698645,truth_cn,12,,,,
473033583,LinYueYang,14,8151462,RFAChinese,11,,,,
437850736,hotline1982,1,96498870,citizenPRC,11,,,,
41884736,EliasManos,4,127189916,EngineSample,11,,,,
26245525,T090324,1,5709522,mranti,11,,,,
285362037,kat172,15,16882579,Liangzhenhua,11,,,,
198441927,hamletlee,16,49220162,awfan,11,,,,
18308638,daviddao,27,49693637,mynamexu,11,,,,
56572394,dajiyuan,26,128936139,ZHONGGUORENQUAN,11,,,,
22014563,taotian,3,432057677,aiww,11,,,,
96328567,sparklybIue,1,542471728,l2pride,11,,,,
231242533,shanghai_info,3,210876557,angelfhpeace,11,,,,
423719232,Awaken168,41,37406189,gaosong,10,,,,
20483464,assisterah,1,151877169,RTKcn,10,,,,
95225426,xiaomi2020,7,85845548,yancaiwm,10,,,,
459149261,heb718,2,62864916,liudimouse,10,,,,
194565567,ActivartAdv,1,20845447,RFIChinese,10,,,,
105073498,jqdeng,1,309373519,Annnnnnnnna1995,10,,,,
432935060,IBTimes_HKCN,5,444595262,windixu,10,,,,
116990880,toplowell,2,101975363,tjitian,10,,,,
151722166,duo1230,7,84365463,lss007,10,,,,
462201830,mhayoun,8,118838969,HuPing1,10,,,,
329877586,zimocity,4,91661819,craigxy,10,,,,
293402024,AboluowangCOMM,56,51715385,freecomeon,10,,,,
2796501,Hengzer,1,17216890,Chinesenews,9,,,,
466494465,imyajkc,1,10946212,rfa,9,,,,
375432275,dynamicmailuk,1,8148292,Dwchinese,9,,,,
440775163,tristawwang,1,46995382,ytwytw,9,,,,
117452042,murasakint,1,84636109,noooo0000,9,,,,
74378724,asmossad,6,539802004,xiaotuni,9,,,,
550441479,wangyichen666,1,281404201,tuiteguancha,9,,,,
525304868,shuibianlaoniu,1,439649076,gov88999,9,,,,
535318351,chengxunpeng,3,281128122,UrbanRelations,9,,,,
51684979,BaiqiaoCh,4,115246002,Rockies_2011,9,,,,
150503491,hotdig,14,245580208,XinChen_dust,9,,,,
134692586,newsbt521,6,541214515,you201102,9,,,,
143607680,KTSF26,1,462201830,mhayoun,8,,,,
366753687,Knight_Street,1,28593650,zaobao,8,,,,
246956792,gfwbinxing,24,49655801,roleyzhang,8,,,,
246973250,cowsanlu,14,175362348,reuterside,8,,,,
245560649,no1rabbit,26,30458062,bpxiong,8,,,,
246528438,emptychair1,28,84555112,miaojue12,8,,,,
153747732,Janecat1987,5,428987754,chisaner,8,,,,
98541261,shannanshui,1,14581421,wenyunchao,8,,,,
113200698,dolphinmaria,5,126457532,6tony,8,,,,
98397011,cnwdy,13,18922484,cowperc,8,,,,
19811190,paulmasonnews,5,131027334,straightbar,8,,,,
265918885,yorksranter,2,259795925,XuPeiGermany,8,,,,
402446811,xinqiu0079,2,99720414,HarmonieDerWelt,8,,,,
26418850,ifanl,2,33462545,yapphenghui,8,,,,
200066409,bingohandjive,1,236933750,G__M__R,8,,,,
91789863,jimmywood2009,1,17594983,cantonese,8,,,,
16300407,yanghuawawa,1,85875473,kuankuangg,8,,,,
535989660,hulei2408,1,414465148,crabol,8,,,,
340776907,kaciemiura,1,534226815,novaniemi,8,,,,
266023176,rusnewscn,1,73295496,_mermer,8,,,,
259066705,JasminePlaces,22,161576019,gloriawang2002,8,,,,
223785829,siutopoon,3,333321905,fuzeyuji,8,,,,
127189916,EngineSample,11,112084167,yigroup,7,,,,
139361313,AoFeiShi,5,95225426,xiaomi2020,7,,,,
357639920,guoji11,6,151722166,duo1230,7,,,,
136098527,RCIZhongwen,2,212849570,LiuGang8964,7,,,,
550296014,mrboxilai,4,82369785,rainbear00,7,,,,
35886858,TheChinaPress,2,370942441,afatbean,7,,,,
54594148,joneilnyt,1,92207174,sfchoi8964,7,,,,
59936143,AsiaNewsDemetri,4,115633790,fisixushare,7,,,,
402789365,NDMLees,3,34876594,wenbob,7,,,,
191470797,sanser888,1,86274260,ptoq,7,,,,
190448244,Caijingnewsrss,1,16109888,Funpea,7,,,,
371677280,southlanding,6,197464005,5ula5,7,,,,
148281570,cnibtimes,12,94287893,MomoAdalois,7,,,,
501272224,chinaibtimesgoo,14,373844697,pinge1978,7,,,,
508278502,VOAJiangHe,5,125347893,jarodkim,7,,,,
108631068,ECFRheadlines,1,50969839,laoyang945,7,,,,
138424709,csg1012,1,531081876,fecable,7,,,,
10134952,FT_China,2,29492916,RFI_Chinois,7,,,,
532002067,tuxinguo,1,158661698,AnonOpsCN,7,,,,
213141435,PennyHuangcn,1,160076262,OpGFW,7,,,,
175977386,Elissa_Allen,20,251531310,youlantj,7,,,,
42381955,alieninlondon,1,171875953,chnmo,7,,,,
298445970,rabiaaaaaaaaaa,1,60218483,honnee70,7,,,,
122642871,qcdd123,2,215337838,ChinaNewsCn,7,,,,
32847868,illxf,1,245365545,T_7,7,,,,
464289467,ngrict,1,392432442,wy06194,7,,,,
142218878,hlkalin,1,16542687,creadersnet,7,,,,
253902261,qinqiong,55,49000047,LeonSYC,7,,,,
327718948,ywj_china,12,20269766,doctor8888,7,,,,
30383359,qqggqqmm,3,43654274,changchun8620,7,,,,
329293094,InteractivExpat,1,146424774,uponsnow,7,,,,
198137626,slzhu1987,1,74378724,asmossad,6,,,,
212849570,LiuGang8964,7,134692586,newsbt521,6,,,,
188389235,weiwei100,2,357639920,guoji11,6,,,,
23584280,ruizhu0329,1,371677280,southlanding,6,,,,
116417727,simopieranni,25,251485380,yuxiangqingjie,6,,,,
482832812,av8djun,1,72187716,bingsha_moka,6,,,,
50779379,NTDTVchinese,54,190541883,milpitas95035,6,,,,
82369785,rainbear00,7,117779821,zmt0516,6,,,,
164542781,LEEFUCHEN,2,27413952,psyzhl,6,,,,
361926088,GinpiChina,2,82301917,baofan,6,,,,
65302269,BBCZhongwen,4,63727618,xueshigao2,6,,,,
370942441,afatbean,7,15096750,westmoon,6,,,,
190893882,FTChineserss,2,343276310,roamsnow,6,,,,
146914262,Luobupo,3,46085336,qisaiman,6,,,,
522213746,wangzhengt,1,5804942,amoiist,6,,,,
222091005,13StreetMuse,1,311262656,buffalo35,6,,,,
62562852,jerrychucn,1,53074745,runningnini,6,,,,
137606670,chenyanping,1,107702315,DerekJohnBryant,6,,,,
412826922,Twin7Peaks,1,333975511,SarahOnTheNews,6,,,,
492230652,_537495650414,1,2933131,Mosesofmason,6,,,,
426787025,dainaipo,1,7172522,feng37,6,,,,
401442713,firefrei1,1,54209194,yuanxili,6,,,,
212047746,amelindaztghp,1,440082914,Alucaron,6,,,,
52672897,gavinwt,1,325601665,quanmaibreadV5,6,,,,
410070653,SpiegelPeter,2,380865861,AlenKarabegovic,6,,,,
51018340,sxh1991,4,482254956,xian_nv,6,,,,
21412279,dorjiwangchuk,1,143810986,dw_china,6,,,,
12417812,icarian,2,265300516,Monifer11,6,,,,
42590425,jimbinc,1,89175366,gluckhorse,6,,,,
462575243,ylovey528,1,126046442,macintoshintel,6,,,,
28593650,zaobao,8,213926753,DwnewsDWnews,6,,,,
541143817,bjthxy,1,445134051,wupeisheng,6,,,,
167419922,matisaksk,1,111798358,TechFrom,6,,,,
183955690,Stroipubl,1,137230673,standeast,6,,,,
464527416,starperdik,1,388340332,bleutee,6,,,,
481618053,vangogh_studio,1,34969142,jbdzhuxi,6,,,,
429340049,simpi_p4_flud,1,538255515,lyx89516,6,,,,
347828261,skloshin,1,255068317,guanyin7,6,,,,
397286064,_Va_al_,1,123718949,zqweb,5,,,,
322825312,ChesterLive,1,16984207,Moonbootica,5,,,,
252874958,OffbeatChina,4,69554076,langzichn,5,,,,
251485380,yuxiangqingjie,6,432935060,IBTimes_HKCN,5,,,,
72187716,bingsha_moka,6,153747732,Janecat1987,5,,,,
517074038,haoya1968,1,113200698,dolphinmaria,5,,,,
59485834,henryheyuan,1,19811190,paulmasonnews,5,,,,
17039888,langliang,1,139361313,AoFeiShi,5,,,,
505143839,collectnews,1,508278502,VOAJiangHe,5,,,,
110318579,yishu1987,1,98834006,ikarienator,5,,,,
137250761,on12am,1,52488348,MingguoSun,5,,,,
2617111,linglingfa,1,42882652,34BD,5,,,,
271078684,bertmscruggs,1,48950605,icesalt,5,,,,
21998314,mowbrayjackson,1,16863729,svampire,5,,,,
133677252,Wc0,12,110167281,li2nd,5,,,,
151556909,cchhh,2,55995478,szeyan1220,5,,,,
49007192,mackiesmama,1,14377255,hellodog,5,,,,
86017262,lookchou,3,134727324,Arilelee,5,,,,
534576728,iamlbn,1,108957546,gybg1989,5,,,,
98834006,ikarienator,5,359310123,ifreeswan,5,,,,
37406189,gaosong,10,26719068,laoladen,5,,,,
52488348,MingguoSun,5,220621062,leo3194,5,,,,
8148292,Dwchinese,9,14372874,acetone,5,,,,
49655801,roleyzhang,8,411118859,YaxueCao,5,,,,
201669619,_Skylite_,1,50675635,ljqu,5,,,,
120981369,NewsRuNovosti,1,373711058,GeneraIElection,5,,,,
314319240,Jinskanna,1,46547493,L5d,5,,,,
177211017,wongkuo,3,55502278,wenmangwen,5,,,,
165381878,XianNews,1,236860938,nantiexin,5,,,,
271484040,newsruALL,1,476746333,KennnyWong,5,,,,
122033711,bqbd,1,49312499,nexon_ni,5,,,,
388213933,xinghuo64,1,103548466,lihengzhang,5,,,,
207572271,GlobalTvit,1,495552098,audra_ang,5,,,,
92207174,sfchoi8964,7,68301669,Wallace_2012,5,,,,
139727839,WoodenHarp,1,25127244,teachwonna,5,,,,
90272194,alan_shore_ca,4,45362093,veiniw,5,,,,
255334700,tangeekede,3,109298632,jchang_22079,5,,,,
190541883,milpitas95035,6,68056767,sohchinese,5,,,,
93880107,jerryyinz,2,220680639,rensangjia,5,,,,
318956309,RUVRChinese,4,399345539,lanxuejingling,5,,,,
281686979,ChenxxooYou,1,131985680,TheEIU_China,5,,,,
71334110,zj8nb,3,40001734,wangchuanshi,5,,,,
525084666,BenMaloneyHI,1,542937604,theleon1224,5,,,,
50221207,as50as,13,445408161,CDTChinese,5,,,,
5709522,mranti,11,7071372,ispinel,5,,,,
115633790,fisixushare,7,6035422,EarlRogue,5,,,,
37169619,Elvasu,3,185976373,wudadexie,5,,,,
93518802,joycedudu,1,373728259,demoschina001,5,,,,
157895111,bjTrending,1,390489125,xiaoxinwumao,5,,,,
91250223,zyinghai,1,61481674,Warlordsitu,5,,,,
114403588,davidfirn,2,538898510,Presstitution,5,,,,
191017334,tomcatan,1,221612519,lansexingkong,5,,,,
16649558,ranjanxroy,1,277927326,rtx5500,5,,,,
46995382,ytwytw,9,80581622,hillcai,4,,,,
406367602,J599,1,75344811,dc_b,4,,,,
14611645,tschang,1,32761602,PeopleDaily,4,,,,
498409102,BoxunN,22,132788810,wuxufei,4,,,,
15760737,verymike,2,41884736,EliasManos,4,,,,
133172597,jiangspring5,3,329877586,zimocity,4,,,,
76593765,free2000fly,3,51684979,BaiqiaoCh,4,,,,
151877169,RTKcn,10,550296014,mrboxilai,4,,,,
42356442,azmonden,2,59936143,AsiaNewsDemetri,4,,,,
14646998,zhlsk,1,65302269,BBCZhongwen,4,,,,
486493259,lanb1874,3,51018340,sxh1991,4,,,,
163867577,leo5029,2,252874958,OffbeatChina,4,,,,
28792239,RiSensei,4,90272194,alan_shore_ca,4,,,,
117779821,zmt0516,6,318956309,RUVRChinese,4,,,,
14339835,tomsp,2,28792239,RiSensei,4,,,,
55792928,sb12358,2,183941779,Yang_Ruolin,4,,,,
40432750,Nemolus,3,135241903,E33,4,,,,
28762327,khalilr,1,127352530,spotHour,4,,,,
